id_registro,ingresos_mensuales,egresos_mensuales,nivel_endeudamiento,capacidad_pago,tipo_credito,monto_solicitado,plazo_meses,antiguedad_laboral_anios,mora
742,804.8,609.09,46.09,195.71,Microcrédito,3493.63,24,0.9,1
743,386.34,174.27,32.66,212.07,Consumo,1513.38,36,4.8,0
744,573.45,402.87,17.57,170.58,Consumo,2262.29,24,8.4,0
745,580.96,546.99,54.53,33.97,Microcrédito,1536.5,18,4.4,0
746,820.85,180.79,2.0,640.06,Consumo,1257.73,48,3.5,0
747,661.24,438.33,40.26,222.91,Microcrédito,1742.65,6,3.7,1
748,917.91,348.76,27.02,569.15,Comercial,8877.44,24,2.9,0
749,614.71,233.57,15.87,381.14,Consumo,2675.49,48,3.8,0
750,971.18,719.48,36.61,251.7,Consumo,1352.23,36,1.7,0
751,928.16,502.4,49.72,425.76,Vivienda,8117.2,60,7.7,1
752,796.58,220.98,17.36,575.6,Consumo,2983.07,48,4.8,0
753,1255.06,381.33,18.13,873.73,Microcrédito,5195.93,24,2.2,0
754,819.33,407.19,21.07,412.14,Consumo,4096.44,12,4.8,0
755,3632.86,1950.97,35.01,1681.89,Consumo,10349.56,48,2.2,0
756,617.15,192.36,8.59,424.79,Consumo,646.22,24,12.2,0
757,350.0,234.51,35.95,115.49,Microcrédito,1651.96,36,10.2,0
758,1451.89,728.49,35.02,723.4,Vivienda,33175.73,180,9.4,0
759,963.71,504.25,2.0,459.46,Consumo,2874.89,48,5.0,0
760,1241.01,766.22,41.71,474.79,Vivienda,28163.06,60,4.8,0
761,1128.39,683.34,46.68,445.05,Vivienda,36242.82,84,6.6,0
762,361.37,166.04,32.67,195.33,Consumo,864.78,36,4.6,1
763,777.53,361.54,27.53,415.99,Microcrédito,2192.68,6,0.7,1
764,1521.09,873.59,29.62,647.5,Consumo,2225.95,24,2.8,0
765,1788.78,923.22,48.7,865.56,Microcrédito,5782.26,6,3.0,0
766,401.39,283.17,56.04,118.22,Vivienda,11283.33,84,1.9,1
767,646.68,220.15,28.93,426.53,Consumo,1865.8,6,3.0,0
768,601.9,291.39,48.61,310.51,Microcrédito,2764.87,18,2.2,0
769,624.5,493.5,45.1,131.0,Consumo,2565.62,6,0.9,0
770,1714.51,661.42,33.55,1053.09,Microcrédito,9268.33,36,6.4,0
771,780.19,560.8,34.32,219.39,Microcrédito,3864.72,6,0.3,0
772,1306.13,691.31,11.34,614.82,Consumo,6378.66,18,0.7,1
773,350.0,204.67,29.17,145.33,Microcrédito,1711.95,36,1.9,0
774,830.25,384.04,13.51,446.21,Vivienda,28102.33,240,3.1,0
775,1338.3,621.26,53.45,717.04,Microcrédito,5279.89,6,7.5,0
776,1241.68,643.13,25.18,598.55,Consumo,3973.06,48,2.3,0
777,578.7,382.16,36.24,196.54,Microcrédito,2487.43,6,7.6,0
778,649.7,308.08,22.84,341.62,Consumo,2314.01,12,4.2,0
779,435.35,297.35,28.66,138.0,Microcrédito,2317.28,12,2.1,1
780,890.86,486.0,44.05,404.86,Vivienda,25894.28,60,11.2,0
781,988.54,619.6,52.25,368.94,Vivienda,9585.2,84,3.6,1
782,2184.2,1133.58,35.24,1050.62,Consumo,4218.98,6,2.6,0
783,1068.51,770.16,20.21,298.35,Microcrédito,3176.36,18,7.4,0
784,1744.51,894.66,22.22,849.85,Consumo,4472.81,6,2.5,0
785,1390.48,529.2,10.75,861.28,Consumo,5057.52,24,3.9,0
786,404.37,221.4,29.03,182.97,Consumo,1826.75,18,1.3,0
787,1347.57,856.49,37.61,491.08,Microcrédito,2632.13,6,0.9,0
788,932.48,642.25,27.75,290.23,Vivienda,22273.97,84,1.1,1
789,870.14,490.15,36.91,379.99,Microcrédito,4606.34,36,1.2,0
790,959.2,172.66,32.2,786.54,Consumo,1968.53,6,2.5,0
791,1597.78,1022.69,15.01,575.09,Consumo,4445.14,24,5.1,0
792,2123.98,826.6,31.67,1297.38,Microcrédito,2585.56,12,1.5,0
793,583.51,414.52,32.34,168.99,Consumo,1228.59,6,0.9,0
794,1391.83,1090.66,42.75,301.17,Consumo,1592.85,36,1.6,0
795,1205.78,627.51,15.92,578.27,Consumo,4365.61,12,11.8,0
796,740.42,402.18,60.02,338.24,Consumo,1612.13,36,2.6,0
797,1036.42,698.14,19.21,338.28,Vivienda,35609.31,120,2.4,1
798,797.35,240.75,38.02,556.6,Consumo,2774.64,24,1.8,0
799,2228.9,1565.09,46.97,663.81,Consumo,4386.99,48,4.3,0
800,806.08,437.57,32.48,368.51,Microcrédito,3064.61,12,2.7,0
801,2617.74,1560.96,34.79,1056.78,Microcrédito,17493.02,24,2.9,0
802,642.23,425.23,43.57,217.0,Comercial,5295.74,36,0.7,0
803,1122.8,1039.49,35.08,83.31,Microcrédito,3002.69,12,12.7,0
804,1512.85,775.82,23.5,737.03,Consumo,4004.57,48,5.5,0
805,568.49,368.06,35.67,200.43,Consumo,585.3,12,8.0,0
806,1168.94,908.79,79.16,260.15,Microcrédito,4481.35,24,3.6,0
807,1176.88,638.19,40.46,538.69,Microcrédito,1908.13,6,2.0,0
808,648.3,365.2,37.32,283.1,Consumo,3036.43,48,4.1,0
809,1611.95,527.14,52.53,1084.81,Comercial,12943.93,24,3.8,0
810,1034.56,505.01,55.07,529.55,Microcrédito,4340.46,24,3.4,0
811,467.06,301.84,49.45,165.22,Microcrédito,2032.92,12,2.5,0
812,2002.04,1314.11,68.02,687.93,Microcrédito,4233.2,24,2.8,1
813,1509.4,569.56,39.92,939.84,Consumo,2650.79,6,6.3,0
814,1423.78,824.52,51.58,599.26,Microcrédito,4904.36,18,7.8,0
815,876.25,498.97,54.38,377.28,Consumo,1673.55,24,3.4,0
816,607.19,343.83,30.84,263.36,Vivienda,15192.57,240,1.9,0
817,1516.61,1154.62,28.11,361.99,Microcrédito,6649.08,18,2.3,0
818,1334.36,838.62,58.26,495.74,Microcrédito,8688.31,36,1.9,0
819,1027.35,523.0,48.57,504.35,Microcrédito,3038.4,12,2.7,0
820,573.92,206.09,30.37,367.83,Consumo,1522.36,36,10.0,0
821,412.98,249.57,8.37,163.41,Microcrédito,2542.76,24,8.9,0
822,815.62,445.15,56.66,370.47,Consumo,3541.89,24,1.4,0
823,828.28,430.04,48.46,398.24,Microcrédito,4502.33,12,2.1,0
824,783.33,712.79,63.93,70.54,Vivienda,11631.73,180,3.5,1
825,527.39,245.66,30.54,281.73,Consumo,1153.84,6,7.8,0
826,764.03,507.19,2.0,256.84,Microcrédito,4150.94,6,4.4,0
827,1393.86,831.39,37.6,562.47,Microcrédito,5457.54,6,7.4,1
828,811.1,412.49,57.15,398.61,Microcrédito,5472.25,24,5.3,0
829,635.89,318.39,24.0,317.5,Vivienda,19393.01,180,7.7,0
830,1808.3,894.03,46.2,914.27,Microcrédito,7002.6,18,2.5,0
831,1202.31,216.42,32.81,985.89,Microcrédito,5545.61,24,5.8,0
832,1197.59,487.46,51.83,710.13,Consumo,5153.51,12,6.0,0
833,522.24,287.1,41.63,235.14,Consumo,2175.29,48,3.9,0
834,707.21,408.62,56.33,298.59,Consumo,1822.89,6,4.3,0
835,808.46,372.45,45.81,436.01,Consumo,985.87,24,3.7,0
836,1956.1,1107.25,38.34,848.85,Consumo,5142.94,24,4.8,0
837,468.65,282.44,45.25,186.21,Microcrédito,1695.11,12,1.4,0
838,1202.48,687.76,60.06,514.72,Consumo,1656.25,18,1.5,0
839,1808.36,1318.96,59.52,489.4,Microcrédito,7791.0,18,1.9,0
840,1856.44,746.86,49.28,1109.58,Vivienda,15172.68,180,3.1,0
841,2036.88,1228.33,35.94,808.55,Microcrédito,11667.09,12,2.9,0
842,468.97,152.74,3.58,316.23,Vivienda,16362.7,240,6.1,0
843,1735.61,751.01,27.0,984.6,Consumo,6139.49,48,1.2,0
844,1724.95,1087.65,15.46,637.3,Consumo,4947.04,48,16.5,0
845,686.16,326.76,58.94,359.4,Microcrédito,4218.53,12,0.9,0
846,1902.0,1064.6,47.36,837.4,Consumo,2130.95,24,6.6,1
847,1021.64,553.32,15.94,468.32,Consumo,1137.49,36,3.6,0
848,1639.38,1066.36,41.11,573.02,Consumo,2072.18,24,1.8,0
849,2047.37,1016.11,28.52,1031.26,Microcrédito,4518.95,18,2.1,0
850,1851.81,678.25,68.65,1173.56,Microcrédito,4022.24,12,6.2,1
851,1104.65,951.69,48.42,152.96,Consumo,1177.62,6,6.4,0
852,780.03,626.19,2.0,153.84,Microcrédito,2007.45,6,3.0,0
853,1430.43,696.73,4.41,733.7,Comercial,7316.11,12,5.9,0
854,969.18,510.8,26.9,458.38,Consumo,4829.37,18,4.3,0
855,810.36,743.07,72.3,67.29,Consumo,2031.86,6,8.3,0
856,1456.48,497.18,35.01,959.3,Microcrédito,6135.82,12,0.7,0
857,736.49,547.89,50.33,188.6,Consumo,3513.38,6,11.0,0
858,467.79,237.87,78.02,229.92,Vivienda,15152.21,180,3.3,1
859,1174.08,700.27,58.78,473.81,Microcrédito,3030.01,18,2.9,1
860,539.33,175.88,21.6,363.45,Microcrédito,3343.95,24,1.7,0
861,446.39,156.5,17.15,289.89,Consumo,1085.11,36,2.9,0
862,740.81,508.73,37.68,232.08,Consumo,1089.29,6,2.0,0
863,459.54,223.58,7.58,235.96,Microcrédito,1337.8,12,5.7,0
864,768.73,372.98,41.33,395.75,Consumo,1658.9,18,1.6,0
865,350.0,228.78,27.57,121.22,Consumo,856.63,24,4.8,0
866,1645.64,949.26,2.0,696.38,Microcrédito,2386.03,18,5.4,0
867,1354.47,903.79,25.95,450.68,Consumo,3147.96,18,3.2,0
868,1547.23,882.18,14.88,665.05,Consumo,2989.83,6,12.0,0
869,564.56,428.55,26.83,136.01,Consumo,2487.54,18,4.2,0
870,413.6,274.52,62.43,139.08,Microcrédito,2556.15,12,3.1,0
871,961.08,494.31,26.4,466.77,Microcrédito,1411.22,36,3.3,0
872,1153.84,463.83,24.83,690.01,Comercial,2901.52,60,3.6,0
873,805.34,423.59,29.44,381.75,Consumo,3781.61,48,1.4,0
874,855.33,535.4,44.73,319.93,Vivienda,15197.77,60,2.7,1
875,1425.78,457.39,41.62,968.39,Vivienda,18145.67,84,2.1,0
876,1015.76,753.58,45.24,262.18,Vivienda,17651.84,240,3.9,1
877,1000.6,571.41,59.4,429.19,Consumo,1202.62,48,2.5,0
878,1362.22,491.28,11.48,870.94,Vivienda,43631.88,240,12.2,0
879,660.68,548.51,34.04,112.17,Comercial,4474.96,36,1.7,1
880,1341.39,808.37,9.8,533.02,Vivienda,29740.62,60,11.6,0
881,1969.56,1201.79,38.25,767.77,Consumo,3770.89,24,8.4,1
882,478.36,218.69,2.0,259.67,Comercial,3625.25,48,2.5,0
883,675.55,388.03,39.12,287.52,Comercial,5562.83,60,1.0,0
884,1861.94,864.33,48.79,997.61,Microcrédito,12916.92,12,5.5,0
885,1796.89,615.9,39.47,1180.99,Microcrédito,9875.77,24,5.2,0
886,350.0,154.47,31.74,195.53,Consumo,409.12,12,9.3,0
887,919.53,363.92,37.36,555.61,Vivienda,25306.88,60,3.1,0
888,1905.34,1024.46,56.07,880.88,Consumo,6227.53,6,2.4,0
889,1963.49,1121.83,7.67,841.66,Consumo,3847.64,48,1.7,0
890,669.7,264.74,44.17,404.96,Microcrédito,3253.22,6,5.7,0
891,1682.18,564.74,36.37,1117.44,Consumo,3735.34,48,4.1,0
892,722.69,326.05,49.41,396.64,Microcrédito,3355.1,24,3.0,0
893,609.6,287.17,40.0,322.43,Vivienda,17247.98,84,3.0,0
894,1407.58,448.53,15.61,959.05,Microcrédito,5543.64,24,2.6,0
895,1262.53,915.93,13.41,346.6,Microcrédito,3074.84,6,1.6,0
896,851.18,646.87,51.26,204.31,Vivienda,17282.98,120,4.0,1
897,3727.44,1790.04,38.55,1937.4,Consumo,8842.23,18,3.1,0
898,853.05,562.52,26.76,290.53,Consumo,1075.35,48,1.4,0
899,546.66,328.07,47.4,218.59,Microcrédito,737.37,36,6.1,0
900,1500.13,904.71,56.16,595.42,Consumo,4165.37,36,2.4,0
901,842.71,494.11,48.91,348.6,Microcrédito,5116.61,36,5.6,0
902,1749.52,963.1,25.57,786.42,Consumo,8397.48,12,5.0,0
903,513.36,243.96,28.45,269.4,Consumo,1774.82,12,15.4,0
904,1869.56,1180.29,45.31,689.27,Microcrédito,9893.13,12,2.7,1
905,833.92,508.6,54.46,325.32,Vivienda,19157.5,120,2.6,0
906,875.47,214.08,19.43,661.39,Microcrédito,1621.37,18,2.3,0
907,440.91,274.08,30.16,166.83,Microcrédito,2786.15,36,4.8,0
908,1216.89,572.61,12.72,644.28,Consumo,3907.67,18,11.2,0
909,823.77,550.85,36.2,272.92,Consumo,1863.01,6,7.3,0
910,896.1,539.29,48.11,356.81,Consumo,1333.57,24,1.3,0
911,892.24,509.77,22.47,382.47,Microcrédito,1259.23,6,5.9,0
912,1127.78,661.28,2.0,466.5,Consumo,1816.89,24,7.2,0
913,1706.81,812.7,48.9,894.11,Consumo,7473.49,6,3.9,0
914,917.54,518.76,56.88,398.78,Microcrédito,3098.84,6,5.4,0
915,627.13,403.19,25.86,223.94,Microcrédito,2260.75,6,13.9,0
916,483.47,136.03,32.67,347.44,Consumo,495.51,24,2.0,0
917,2197.16,807.16,52.16,1390.0,Consumo,6479.94,12,2.2,0
918,537.17,277.75,2.81,259.42,Consumo,2276.14,36,7.6,0
919,1124.43,398.89,7.95,725.54,Consumo,1643.23,12,10.0,0
920,915.13,632.07,73.45,283.06,Consumo,4009.58,36,4.2,0
921,695.27,399.57,11.15,295.7,Consumo,2179.94,24,2.0,0
922,1105.71,409.86,11.03,695.85,Consumo,2870.56,24,2.6,0
923,1087.58,1009.21,33.37,78.37,Consumo,3883.41,36,7.6,0
924,1828.95,739.73,13.64,1089.22,Vivienda,34393.67,84,6.9,0
925,1386.54,927.45,68.61,459.09,Vivienda,40127.3,120,6.8,0
926,649.32,442.13,46.1,207.19,Microcrédito,2802.82,24,9.0,0
927,940.9,350.73,54.19,590.17,Microcrédito,4101.21,12,3.3,0
928,906.67,305.63,2.0,601.04,Vivienda,16106.35,120,2.6,0
929,1658.84,377.63,9.88,1281.21,Microcrédito,3210.9,12,3.4,0
930,562.17,383.38,22.12,178.79,Vivienda,11417.28,240,1.4,0
931,2405.68,1510.0,32.08,895.68,Consumo,9168.44,36,5.9,0
932,1530.79,654.16,48.04,876.63,Consumo,5227.9,6,3.1,0
933,1945.54,1489.8,17.65,455.74,Consumo,4291.53,12,4.7,1
934,1206.47,564.99,16.84,641.48,Consumo,1334.31,24,2.6,0
935,1291.26,814.33,40.31,476.93,Consumo,1790.43,24,2.0,0
936,482.27,277.83,52.15,204.44,Consumo,764.6,36,2.2,0
937,826.61,228.38,2.0,598.23,Microcrédito,5327.02,24,1.2,0
938,706.97,467.72,38.77,239.25,Microcrédito,3601.33,24,5.5,0
939,1073.62,193.25,24.37,880.37,Vivienda,25782.28,180,1.2,0
940,453.68,181.95,22.42,271.73,Consumo,1978.0,48,0.9,0
941,2099.96,1601.74,56.33,498.22,Vivienda,53315.46,84,2.5,0
942,2062.13,1448.29,11.24,613.84,Microcrédito,5671.87,18,2.8,0
943,1159.59,643.3,63.59,516.29,Consumo,4221.95,48,6.7,0
944,1359.68,731.44,15.15,628.24,Consumo,5219.55,24,1.7,0
945,1782.1,584.7,23.1,1197.4,Vivienda,22972.25,60,2.4,0
946,401.74,261.34,57.42,140.4,Consumo,1294.87,24,3.2,0
947,471.29,265.87,50.92,205.42,Consumo,2294.59,36,7.1,0
948,1080.84,603.12,2.0,477.72,Vivienda,20532.1,180,4.0,0
949,1202.12,699.18,23.9,502.94,Vivienda,20113.0,60,1.6,0
950,1352.99,527.04,38.96,825.95,Consumo,3353.95,48,3.0,0
951,2297.2,1334.26,37.0,962.94,Microcrédito,11682.53,24,1.8,0
952,903.12,434.22,69.25,468.9,Vivienda,18648.2,84,13.5,0
953,932.99,478.93,16.33,454.06,Consumo,4281.52,48,0.1,0
954,1419.97,791.33,44.45,628.64,Consumo,4795.55,24,0.7,0
955,1569.08,817.91,24.36,751.17,Microcrédito,10861.59,6,5.6,0
956,935.78,219.81,2.0,715.97,Consumo,1994.94,6,2.1,0
957,1198.07,504.46,53.67,693.61,Microcrédito,5542.74,18,3.6,0
958,350.0,220.79,34.91,129.21,Microcrédito,956.89,18,5.2,0
959,2528.21,1596.72,29.76,931.49,Vivienda,60000.0,180,1.5,0
960,1517.8,999.46,18.83,518.34,Consumo,3587.77,48,3.8,0
961,968.25,294.23,19.83,674.02,Microcrédito,1745.53,36,7.5,0
962,719.78,410.79,32.01,308.99,Microcrédito,2773.34,36,7.0,0
963,980.73,454.57,33.64,526.16,Vivienda,15572.91,240,6.2,0
964,1121.32,334.63,2.0,786.69,Comercial,6784.69,36,4.1,0
965,683.89,387.46,52.64,296.43,Consumo,1790.05,48,4.3,0
966,1052.92,619.98,27.92,432.94,Microcrédito,2363.85,6,2.9,0
967,350.0,240.12,48.64,109.88,Consumo,1045.23,36,1.2,1
968,1897.87,676.53,10.86,1221.34,Consumo,4330.72,36,1.3,0
969,808.95,299.15,16.91,509.8,Consumo,1677.44,48,7.8,0
970,533.95,232.65,17.13,301.3,Microcrédito,3724.99,18,3.0,0
971,835.29,444.21,60.74,391.08,Consumo,2548.34,24,10.5,0
972,2422.77,1166.04,54.83,1256.73,Microcrédito,5589.89,12,2.1,0
973,838.11,352.32,41.21,485.79,Consumo,1762.05,18,2.0,1
974,409.5,123.27,51.42,286.23,Microcrédito,2402.57,36,7.7,0
975,908.44,366.74,23.16,541.7,Microcrédito,6103.52,36,1.7,0
976,790.38,624.94,43.55,165.44,Consumo,3366.03,36,2.3,0
977,722.62,542.49,55.22,180.13,Consumo,2944.01,36,2.7,0
978,1028.84,267.62,20.15,761.22,Consumo,2405.93,18,1.0,0
979,356.6,127.41,26.68,229.19,Consumo,1369.13,6,1.1,0
980,558.22,390.67,50.16,167.55,Microcrédito,2257.65,24,3.2,1
981,747.12,523.63,20.58,223.49,Vivienda,10806.66,240,1.1,0
982,810.96,493.65,31.51,317.31,Microcrédito,1258.83,12,9.7,0
983,924.04,296.7,38.24,627.34,Microcrédito,4235.23,18,2.9,0
984,980.89,247.29,52.48,733.6,Comercial,6151.96,48,3.3,0
985,1070.31,617.99,30.52,452.32,Microcrédito,5491.03,6,4.5,0
986,1759.3,1519.94,2.11,239.36,Consumo,8505.87,24,0.1,0
987,1211.7,492.34,46.73,719.36,Microcrédito,6066.5,24,7.7,0
988,713.12,434.03,2.0,279.09,Comercial,6074.91,60,6.5,0
989,350.0,151.72,21.53,198.28,Microcrédito,1330.56,18,3.6,0
990,2041.93,1366.63,66.26,675.3,Consumo,7480.55,6,5.6,0
991,858.02,641.52,30.27,216.5,Consumo,2179.64,24,8.9,1
992,1267.19,859.99,49.52,407.2,Microcrédito,7923.55,24,0.7,1
993,2364.66,1707.27,31.0,657.39,Microcrédito,16402.79,18,2.9,0
994,737.05,382.9,35.86,354.15,Vivienda,7806.31,120,4.3,0
995,1017.12,547.26,38.28,469.86,Microcrédito,6422.45,36,4.7,0
996,418.37,200.13,34.27,218.24,Comercial,3894.49,24,4.3,0
997,923.74,564.48,2.0,359.26,Consumo,3213.16,36,3.7,0
998,1483.02,525.17,31.63,957.85,Comercial,5984.72,12,2.3,0
999,492.93,328.35,28.01,164.58,Consumo,496.32,18,6.3,0
1000,653.84,462.46,45.7,191.38,Microcrédito,854.41,6,1.5,1
1001,690.9,458.22,62.68,232.68,Vivienda,21024.17,120,1.9,0
1002,1011.3,656.15,31.75,355.15,Microcrédito,5720.76,18,14.1,0
1003,561.48,238.8,19.8,322.68,Consumo,610.97,6,2.4,0
1004,1894.09,904.96,26.74,989.13,Consumo,3977.69,12,2.5,1
1005,750.84,195.87,15.26,554.97,Microcrédito,1020.38,12,3.3,0
1006,877.01,255.2,38.55,621.81,Consumo,1241.88,48,5.7,0
1007,1086.54,513.39,6.44,573.15,Microcrédito,3223.31,6,2.0,0
1008,1528.42,926.89,27.99,601.53,Consumo,4047.59,6,4.4,0
1009,644.23,374.08,56.56,270.15,Consumo,2096.25,6,1.6,0
1010,1643.63,788.03,44.82,855.6,Vivienda,49046.61,60,0.7,0
1011,763.62,606.97,53.58,156.65,Microcrédito,3621.21,24,4.9,1
1012,925.32,832.78,52.4,92.54,Consumo,3284.41,24,3.8,0
1013,1533.7,499.47,20.46,1034.23,Consumo,6506.51,24,2.6,0
1014,667.55,382.81,27.65,284.74,Consumo,1105.11,48,0.3,0
1015,936.83,411.39,59.69,525.44,Microcrédito,2483.11,18,7.5,1
1016,1087.41,582.82,30.16,504.59,Consumo,1427.77,48,0.5,0
1017,915.9,779.8,39.6,136.1,Consumo,2709.27,12,0.9,1
1018,686.3,319.42,24.95,366.88,Vivienda,20742.8,84,4.9,0
1019,2079.57,804.4,32.58,1275.17,Vivienda,31706.46,84,6.0,0
1020,2565.68,2076.31,49.72,489.37,Consumo,7490.86,12,8.0,0
1021,742.93,325.54,28.01,417.39,Consumo,3419.16,6,4.1,0
1022,812.63,305.26,11.94,507.37,Microcrédito,1780.34,18,4.1,0
1023,1063.54,616.6,51.45,446.94,Consumo,4531.96,18,5.2,0
1024,1277.02,711.03,14.71,565.99,Microcrédito,3961.15,36,0.7,0
1025,675.83,225.34,52.21,450.49,Microcrédito,2208.39,24,5.0,0
1026,1724.74,875.46,51.41,849.28,Microcrédito,5717.82,6,5.3,0
1027,1234.01,584.26,31.41,649.75,Consumo,3422.3,24,2.3,0
1028,852.36,503.27,33.96,349.09,Consumo,1517.5,48,1.3,0
1029,1301.7,524.75,37.77,776.95,Microcrédito,6633.96,18,4.8,0
1030,425.38,270.39,15.97,154.99,Consumo,733.03,36,5.1,0
1031,494.27,440.28,56.99,53.99,Consumo,1430.86,12,5.5,1
1032,389.71,260.95,32.15,128.76,Comercial,1696.85,24,10.3,0
1033,1733.1,1208.42,58.5,524.68,Consumo,4659.07,48,0.6,0
1034,1164.77,415.1,27.59,749.67,Vivienda,22627.28,180,7.5,0
1035,1399.32,958.39,52.76,440.93,Microcrédito,2110.62,6,3.4,0
1036,667.75,564.3,51.88,103.45,Consumo,3237.45,36,5.7,0
1037,602.82,521.92,53.6,80.9,Microcrédito,3259.6,12,2.9,0
1038,1432.25,1066.5,44.19,365.75,Microcrédito,6541.48,24,2.1,1
1039,1470.77,648.76,4.33,822.01,Microcrédito,7484.13,36,4.4,0
1040,2334.53,1606.16,33.95,728.37,Consumo,8705.37,36,3.2,0
1041,1688.71,1383.73,50.92,304.98,Microcrédito,7196.92,12,5.0,0
1042,811.64,394.69,40.78,416.95,Consumo,3915.01,12,5.0,0
1043,1063.14,758.19,40.36,304.95,Microcrédito,4502.76,24,1.4,0
1044,1036.0,397.85,2.0,638.15,Microcrédito,1307.51,12,2.8,0
1045,1835.68,808.68,33.95,1027.0,Consumo,2413.63,6,2.9,0
1046,499.68,159.82,57.54,339.86,Vivienda,6839.19,60,5.0,0
1047,1225.11,764.24,52.97,460.87,Microcrédito,6933.99,18,4.9,0
1048,865.01,393.75,37.82,471.26,Consumo,2760.48,48,1.9,0
1049,977.08,540.08,59.36,437.0,Consumo,4852.19,48,5.8,0
1050,783.12,390.7,33.2,392.42,Comercial,5059.44,60,2.8,0
1051,574.09,350.37,7.33,223.72,Microcrédito,3213.48,24,2.4,0
1052,803.83,366.53,37.47,437.3,Vivienda,23038.92,180,7.2,0
1053,452.36,205.4,61.16,246.96,Consumo,646.6,12,4.4,0
1054,408.27,254.11,47.81,154.16,Vivienda,13868.8,180,1.7,1
1055,1065.32,690.99,48.87,374.33,Vivienda,31886.0,60,2.0,0
1056,1401.79,1023.27,19.13,378.52,Vivienda,12034.63,180,2.2,0
1057,1648.39,838.57,42.81,809.82,Microcrédito,4197.15,18,2.4,0
1058,1454.26,673.56,37.73,780.7,Consumo,5329.79,24,6.9,0
1059,1216.1,454.63,64.54,761.47,Consumo,2775.53,18,13.7,0
1060,920.78,549.3,57.89,371.48,Comercial,5634.51,36,17.3,0
1061,1012.75,336.01,2.0,676.74,Vivienda,23278.65,180,3.0,0
1062,955.39,489.9,8.13,465.49,Microcrédito,4357.07,18,5.9,0
1063,805.46,260.29,43.33,545.17,Vivienda,10723.4,60,4.8,0
1064,835.85,442.81,28.33,393.04,Consumo,4024.25,36,1.6,0
1065,531.46,129.18,16.96,402.28,Consumo,2385.36,18,5.7,0
1066,756.49,595.84,35.65,160.65,Microcrédito,2041.92,18,5.5,0
1067,842.52,576.98,4.16,265.54,Microcrédito,2591.78,36,2.6,0
1068,736.77,418.65,23.54,318.12,Comercial,5234.49,24,2.6,0
1069,578.22,342.46,52.01,235.76,Vivienda,8039.63,84,9.6,0
1070,1062.98,689.77,34.44,373.21,Microcrédito,7087.58,24,6.0,0
1071,843.38,402.2,21.5,441.18,Microcrédito,1545.79,36,1.3,1
1072,399.11,196.0,35.64,203.11,Microcrédito,1159.4,18,0.8,0
1073,981.21,485.12,45.43,496.09,Consumo,3309.73,48,8.4,0
1074,1514.73,467.51,68.01,1047.22,Microcrédito,6460.31,12,9.0,0
1075,1244.58,993.85,12.82,250.73,Consumo,3241.59,12,4.4,0
1076,823.54,557.18,45.18,266.36,Consumo,3987.73,36,1.9,0
1077,606.89,245.18,30.09,361.71,Consumo,1377.84,36,9.4,0
1078,507.42,263.57,37.76,243.85,Consumo,1657.07,18,7.3,0
1079,643.52,349.63,20.48,293.89,Microcrédito,3231.67,18,1.4,0
1080,1611.86,379.52,7.67,1232.34,Consumo,3038.03,6,3.8,0
1081,465.49,306.6,47.99,158.89,Vivienda,11455.55,120,3.3,0
1082,656.28,367.87,56.04,288.41,Comercial,3812.11,48,3.7,0
1083,1865.43,1246.66,38.76,618.77,Consumo,7564.81,12,0.7,0
1084,590.33,319.7,27.82,270.63,Consumo,1809.24,6,3.0,1
1085,389.26,143.86,31.48,245.4,Consumo,1565.75,6,7.4,0
1086,456.82,206.51,55.6,250.31,Consumo,1540.8,12,2.5,0
1087,564.82,510.66,45.8,54.16,Microcrédito,3109.69,24,2.7,0
1088,1288.28,794.48,2.0,493.8,Vivienda,14090.4,84,5.7,0
1089,3762.4,1628.08,43.79,2134.32,Consumo,9431.85,36,1.2,0
1090,1740.56,1107.13,39.61,633.43,Vivienda,37511.62,180,5.3,0
1091,631.43,259.89,52.6,371.54,Vivienda,15125.4,60,8.5,1
1092,1463.87,640.68,43.13,823.19,Microcrédito,7876.33,36,5.2,0
1093,1099.11,522.97,65.02,576.14,Consumo,3284.62,48,2.3,0
1094,1701.88,1449.98,93.37,251.9,Microcrédito,8641.9,6,1.1,1
1095,603.22,356.42,44.45,246.8,Microcrédito,1543.92,36,1.8,1
1096,657.57,428.1,44.69,229.47,Microcrédito,3204.17,6,2.3,1
1097,591.86,407.38,52.77,184.48,Vivienda,14966.29,60,5.1,0
1098,1474.43,691.02,16.44,783.41,Consumo,6849.02,24,8.5,0
1099,1313.13,782.61,45.75,530.52,Microcrédito,7121.7,24,2.0,0
1100,1086.39,494.64,12.03,591.75,Consumo,4889.47,36,2.0,0
1101,1018.47,491.89,39.28,526.58,Microcrédito,5251.59,18,4.8,0
1102,1008.32,511.16,9.66,497.16,Microcrédito,2046.03,12,3.0,0
1103,1469.46,1336.55,71.92,132.91,Consumo,6298.68,18,2.5,0
1104,1405.54,644.54,39.81,761.0,Consumo,1715.38,24,2.1,0
1105,740.99,468.56,56.68,272.43,Consumo,1612.42,12,3.3,0
1106,624.5,363.35,18.63,261.15,Vivienda,12702.83,240,6.9,1
1107,1068.57,541.39,48.79,527.18,Microcrédito,6474.4,12,0.3,0
1108,1036.5,867.75,47.96,168.75,Consumo,1326.26,12,6.0,1
1109,1447.26,323.98,17.12,1123.28,Microcrédito,6017.83,36,0.5,0
